year,date,event_name,tour,field_size,field_strength_mean,field_strength_q25,field_strength_q75,field_strength_q10,field_strength_q90
2025,"2025-02-02","Bapco Energies Bahrain Championship","EURO",131,-0.9,-1.19,-0.36,-1.52,0.06
2025,"2025-02-02","AT&T Pebble Beach Pro-Am","PGA",80,0.71,0.38,0.93,0.16,1.36
2025,"2025-02-02","The Panama Championship","KFT",143,-1.18,-1.48,-0.72,-2,-0.34
2025,"2025-01-26","Ras Al Khaimah Championship","EURO",137,-0.84,-1.18,-0.27,-1.58,0.2
2025,"2025-01-25","Farmers Insurance Open","PGA",154,-0.22,-0.62,0.35,-1.29,0.74
2025,"2025-01-22","The Bahamas Great Abaco Classic","KFT",142,-1.19,-1.47,-0.79,-1.96,-0.48
2025,"2025-01-19","The American Express","PGA",156,-0.12,-0.54,0.36,-1.16,0.75
2025,"2025-01-19","Hero Dubai Desert Classic","EURO",125,-0.43,-0.95,0.05,-1.28,0.56
2025,"2025-01-15","The Bahamas Golf Classic at Atlantis Paradise Island","KFT",144,-1.2,-1.44,-0.77,-1.99,-0.43
2025,"2025-01-12","Sony Open in Hawaii","PGA",143,-0.11,-0.5,0.4,-1.02,0.89
2025,"2025-01-05","The Sentry","PGA",59,0.62,0.28,1.02,-0.27,1.37
2025,"2024-12-22","AfrAsia Bank Mauritius Open","EURO",156,-1.71,-2.22,-0.97,-3.22,-0.52
2025,"2024-12-15","Alfred Dunhill Championship","EURO",155,-1.52,-2.19,-0.58,-3.28,-0.02
2025,"2024-12-08","Nedbank Golf Challenge","EURO",66,-0.31,-0.69,0.15,-1.23,0.47
2025,"2024-12-01","ISPS Handa Australian Open","EURO",156,-1.95,-2.84,-1.04,-3.69,-0.38
2025,"2024-11-24","BMW Australian PGA Championship","EURO",156,-2,-2.92,-1.16,-3.72,-0.41
2026,"2026-04-05","Valero Texas Open","PGA",132,-0.08,-0.38,0.39,-1.03,0.74
2026,"2026-04-05","LECOM Suncoast Classic","KFT",155,-1.12,-1.39,-0.53,-2.12,-0.25
2026,"2026-03-29","Texas Children's Houston Open","PGA",135,0.02,-0.38,0.46,-0.93,0.83
2026,"2026-03-29","Club Car Championship at The Landings Golf & Athletic Club","KFT",156,-1.06,-1.3,-0.51,-1.97,-0.31
2026,"2026-03-29","Hero Indian Open","EURO",138,-1.41,-1.98,-0.55,-3.01,-0.2
2026,"2026-03-22","Hainan Classic presented by MAEXTRO","EURO",120,-1.52,-2.14,-0.66,-3.08,-0.31
2026,"2026-03-22","Valspar Championship","PGA",135,-0.05,-0.54,0.42,-0.98,0.83
2026,"2026-03-22","South Africa","LIV",57,-0.19,-0.58,0.29,-1.08,0.6
2026,"2026-03-15","THE PLAYERS Championship","PGA",122,0.5,0.06,1.03,-0.24,1.39
2026,"2026-03-15","Singapore","LIV",57,-0.21,-0.74,0.24,-1.11,0.53
2026,"2026-03-08","Arnold Palmer Invitational presented by Mastercard","PGA",72,0.77,0.45,1.18,0.03,1.38
2026,"2026-03-08","Puerto Rico Open","PGA",120,-0.82,-1.27,-0.09,-2.06,0.3
2026,"2026-03-08","Hong Kong","LIV",57,-0.24,-0.79,0.28,-1.12,0.55
2026,"2026-03-08","Astara Chile Classic presented by Scotiabank","KFT",156,-1.33,-1.69,-0.72,-2.44,-0.45
2026,"2026-03-08","Joburg Open","EURO",156,-1.63,-2.24,-0.78,-3.21,-0.22
2026,"2026-03-01","Cognizant Classic in The Palm Beaches","PGA",123,-0.2,-0.54,0.27,-1.15,0.59
2026,"2026-03-01","Investec South African Open Championship","EURO",155,-1.52,-2.14,-0.56,-3.17,-0.09
2026,"2026-03-01","119 Visa Argentina Open presented by Macro","KFT",156,-1.19,-1.51,-0.67,-2.11,-0.38
2026,"2026-02-22","Magical Kenya Open presented by absa","EURO",144,-1.75,-1.68,-0.73,-5.05,-0.27
2026,"2026-02-22","The Genesis Invitational","PGA",72,0.81,0.41,1.2,0.17,1.48
2026,"2026-02-15","AT&T Pebble Beach Pro-Am","PGA",80,0.71,0.37,1.1,-0.08,1.42
2026,"2026-02-15","Adelaide","LIV",57,-0.27,-0.74,0.2,-1.3,0.49
2026,"2026-02-08","Astara Golf Championship presented by Mastercard","KFT",144,-1.15,-1.48,-0.6,-1.98,-0.32
2026,"2026-02-08","WM Phoenix Open","PGA",123,0.19,-0.23,0.67,-0.72,1.11
2026,"2026-02-08","Qatar Masters","EURO",144,-1.16,-1.46,-0.44,-2.21,-0.1
2026,"2026-02-07","Riyadh","LIV",57,-0.3,-0.91,0.22,-1.39,0.42
2026,"2026-02-01","Bapco Energies Bahrain Championship","EURO",138,-1.07,-1.38,-0.43,-2.02,-0.09
2026,"2026-02-01","Farmers Insurance Open","PGA",147,0.03,-0.34,0.54,-0.9,0.89
2026,"2026-02-01","The Panama Championship","KFT",144,-1.13,-1.5,-0.61,-1.81,-0.32
2026,"2026-01-25","Hero Dubai Desert Classic","EURO",126,-0.63,-1.07,-0.2,-1.51,0.37
2026,"2026-01-25","The American Express","PGA",156,0.04,-0.4,0.55,-0.81,0.84
2026,"2026-01-21","The Bahamas Great Abaco Classic","KFT",132,-1.07,-1.4,-0.63,-1.77,-0.39
2026,"2026-01-18","Sony Open in Hawaii","PGA",120,-0.01,-0.46,0.51,-0.77,0.85
2026,"2026-01-18","Dubai Invitational","EURO",59,-0.46,-1,0.08,-1.36,0.61
2026,"2026-01-14","The Bahamas Golf Classic at Atlantis Paradise Island","KFT",131,-1.1,-1.33,-0.64,-1.73,-0.44
2026,"2025-12-21","AfrAsia Bank Mauritius Open","EURO",155,-1.7,-2.43,-0.94,-3.2,-0.34
2026,"2025-12-14","Alfred Dunhill Championship","EURO",156,-1.69,-2.44,-0.67,-3.68,-0.21
2026,"2025-12-07","Crown Australian Open","EURO",156,-1.64,-2.41,-0.84,-3.22,-0.02
2026,"2025-12-07","Nedbank Golf Challenge in honour of Gary Player","EURO",66,-0.41,-0.74,0.05,-1.45,0.56
2026,"2025-11-30","BMW Australian PGA Championship","EURO",156,-1.79,-2.45,-0.99,-3.32,-0.23
2026,"2026-04-12","Masters Tournament","PGA",91,0.4,0.29,1.21,-1.46,1.61
